info,name,price
（美）保罗·阿曼（Paul Ammann）;（美）杰夫·奥法特（Jeff Offutt） （著） | 机械工业出版社 | 9787111611295E | 2018-11-1出版 | 2019-2-22 上架,(特价书)软件测试基础（原书第2版）,37.92
[美] 杰夫·W. 默里（Jeff W. Murray） （著） | 机械工业出版社 | 9787111619581 | 2019-2-20出版 | 2019-2-21 上架,基于Unity与SteamVR构建虚拟世界,55.30
[印]帕拉什·戈雅尔（Palash Goyal）苏米特·潘迪（Sumit Pandey）卡兰·贾恩（Karan Jain） （著） | 机械工业出版社 | 9787111617198 | 2019-1-24出版 | 2019-2-21 上架,面向自然语言处理的深度学习：用Python创建神经网络,48.30
孙芳 （著） | 清华大学出版社 | 9787302510000 | 2019-1-1出版 | 2019-2-19 上架,中文版3ds Max三维效果图设计与制作全视频实战228例,71.84
郭鑫 （著） | 清华大学出版社 | 9787302515135 | 2019-1-1出版 | 2019-2-19 上架,中文版Illustrator矢量图形设计与制作全视频实战228例,79.20
吴杏平    武亚光、杨维  副 （著） | 清华大学出版社 | 9787302515937 | 2019-1-1出版 | 2019-2-19 上架,电力客服信息系统工程原理与应用,55.20
方其桂 （著） | 清华大学出版社 | 9787302518525 | 2019-1-1出版 | 2019-2-19 上架,Scratch游戏编程趣味课堂,47.84
方其桂 （著） | 清华大学出版社 | 9787302518518 | 2019-2-1出版 | 2019-2-19 上架,Scratch创意编程趣味课堂,47.84
刘晓宇 （著） | 清华大学出版社 | 9787302436478 | 2019-2-1出版 | 2019-2-19 上架,Premiere Pro CC影视编辑技术教程（第二版）,47.20
"李姝博,王闻 （著） | 清华大学出版社 | 9787302467304 | 2019-2-1出版 | 2019-2-19 上架",Office 2010办公软件实用教程,52.80
Chris Binnie （著） | 清华大学出版社 | 9787302457923 | 2019-2-1出版 | 2019-2-19 上架,linux服务器安全攻防,47.84
武汉厚溥教育科技有限公司 （著） | 清华大学出版社 | 9787302347491 | 2019-2-1出版 | 2019-2-19 上架,WinForm技术应用,44.00
李华荣 翟世臣 （著） | 机械工业出版社* | 9787111617860 | 2019-2-1出版 | 2019-2-19 上架,数据库程序员面试笔试真题与解析,55.20
宋闯 （著） | 机械工业出版社* | 9787111617259 | 2019-2-1出版 | 2019-2-19 上架,3D打印建模·打印·上色实现与技巧 ZBrush篇,63.20
金立钢 （著） | 机械工业出版社* | 9787111615378 | 2019-2-1出版 | 2019-2-19 上架,Power BI数据分析：报表设计和数据可视化应用大全,63.92
北京兆迪科技有限公司 （著） | 机械工业出版社* | 9787111615040 | 2019-2-1出版 | 2019-2-19 上架,UG NX 12.0工程图教程,47.92
斛嘉乙 符永蔚  樊映川 （著） | 机械工业出版社* | 9787111614753 | 2019-2-1出版 | 2019-2-19 上架,软件测试技术指南,44.00
 （著） | 机械工业出版社* | 9787111614241 | 2019-2-1出版 | 2019-2-18 上架,SAP S/4 HANA Cloud:案例，功能和可扩展性,55.20
任永杰 程舟 （著） | 机械工业出版社 | 9787111619819 | 2019-2-15出版 | 2019-2-18 上架,KVM实战：原理、进阶与性能调优,62.30
王欣（Jason Wang） （著） | 机械工业出版社 | 9787111618997 | 2019-2-15出版 | 2019-2-18 上架,硅谷设计之道：探寻硅谷科技公司的体验设计策略,83.30
盖伊·泰尔（Guy Tal） （著） | 人民邮电出版社 | 9787115497192 | 2019-1-1出版 | 2019-2-15 上架,风光摄影后期 Photoshop 处理思路与调修技法,102.40
胡阳 （著） | 人民邮电出版社 | 9787115506894 | 2019-2-1出版 | 2019-2-15 上架,Django企业开发实战 高效Python Web框架指南,79.20
[美] 丹·西蒙（Dan Simon） （著） | 清华大学出版社 | 9787302516057 | 2018-12-1出版 | 2019-2-15 上架,应用数学译丛·进化优化算法：基于仿生和种群的计算机智能方法,94.40
陆凌牛 （著） | 机械工业出版社 | 9787111619239 | 2019-1-26出版 | 2019-2-15 上架,HTML 5与CSS 3权威指南（第4版·上册）,76.30
陆凌牛 （著） | 机械工业出版社 | 9787111618843 | 2019-1-26出版 | 2019-2-15 上架,HTML 5与CSS 3权威指南（第4版·下册）,55.30
张俊红 （著） | 电子工业出版社 | 9787121357930 | 2019-1-1出版 | 2019-2-14 上架,对比Excel，轻松学习Python数据分析,44.25
杨云 唐柱斌 （著） | 人民邮电出版社 | 9787115499608 | 2019-2-1出版 | 2019-2-13 上架,网络服务器搭建、配置与管理——Linux版（第3版）（微课版）,38.35
吴祖珍 （著） | 人民邮电出版社 | 9787115500465 | 2019-2-1出版 | 2019-2-13 上架,随身查 Excel 办公高手应用技巧,18.81
武洪萍  孟秀锦   孙灿 （著） | 人民邮电出版社 | 9787115501837 | 2019-2-1出版 | 2019-2-13 上架,MySQL数据库原理及应用（第2版）（微课版）,38.35
吴丰 （著） | 人民邮电出版社 | 9787115501844 | 2019-2-1出版 | 2019-2-13 上架,移动端APP UI设计与交互基础教程（微课版）,38.35
[美]拉塞尔·陈（Russell Chun） （著） | 人民邮电出版社 | 9787115504661 | 2019-2-1出版 | 2019-2-13 上架,Adobe Animate CC 2018经典教程,60.83
鲁丽 张翼 殷福安 （著） | 人民邮电出版社 | 9787115500519 | 2018-12-1出版 | 2019-2-13 上架,C++面向对象程序设计（微课版）,50.05
郑阿奇 刘启芬 顾韵华 （著） | 人民邮电出版社 | 9787115499967 | 2019-2-1出版 | 2019-2-13 上架,SQL Server 2016 数据库教程（附微课视频 第4版）,46.05
顾领中 （著） | 人民邮电出版社 | 9787115501332 | 2019-2-1出版 | 2019-2-13 上架,照相馆的故事——Photoshop CC 2018调色合成精修,76.23
[美]加文·海克（Gavin Hackeling） （著） | 人民邮电出版社 | 9787115503404 | 2019-2-1出版 | 2019-2-13 上架,scikit-learn机器学习 第2版,45.43
王绍锋 李淑英 （著） | 人民邮电出版社 | 9787115505514 | 2019-2-1出版 | 2019-2-13 上架,Python程序设计基础教程,30.65
王力 （著） | 电子工业出版社 | 9787121354601 | 2019-3-1出版 | 2019-2-13 上架,Nginx实战：基于Lua语言的配置、开发与架构详解,59.25
世纪互联蓝云公司 （著） | 电子工业出版社 | 9787121354762 | 2019-1-1出版 | 2019-2-13 上架,Microsoft Power BI 智能大数据分析,43.50
余春龙 （著） | 电子工业出版社 | 9787121356032 | 2019-1-1出版 | 2019-2-13 上架,软件架构设计：大型网站技术架构与业务架构融合之道,59.25
黄玲芳 （著） | 电子工业出版社 | 9787121356629 | 2019-1-1出版 | 2019-2-13 上架,Visual FoxPro程序设计,31.50
柳炳祥 （著） | 电子工业出版社 | 9787121356636 | 2019-1-1出版 | 2019-2-13 上架,信息类学生专业毕业设计（论文）指导,28.50
谢乾坤 （著） | 电子工业出版社 | 9787121358807 | 2019-1-1出版 | 2019-2-13 上架,左手MongoDB，右手Redis——从入门到商业实战,63.20
胡仁喜;康士廷 （著） | 机械工业出版社* | 9787111613817 | 2019-1-1出版 | 2019-2-2 上架,ANSYS19.0有限元分析从入门到精通,103.20
汪卫星 （著） | 电子工业出版社 | 9787121308147 | 2017-2-1出版 | 2019-2-1 上架,计算机应用基础项目化教程（windows 7+office 2010）,28.80
李杏林 （著） | 清华大学出版社 | 9787302478638 | 2017-8-1出版 | 2019-2-1 上架,Word/Excel/PPT 2016办公应用实战秘技250招,39.84
CAE技术联盟 （著） | 清华大学出版社 | 9787302513094 | 2018-12-1出版 | 2019-2-1 上架,AutoCAD 2018中文版入门与提高——电气设计,63.84
何美英 （著） | 清华大学出版社 | 9787302512165 | 2019-1-1出版 | 2019-2-1 上架,玩转手机淘宝--装修、运营与推广,54.40
容华建 （著） | 清华大学出版社 | 9787302518792 | 2019-1-1出版 | 2019-2-1 上架,Photoshop CC中文版案例培训教程,39.84
缪鹏 （著） | 清华大学出版社 | 9787302517900 | 2019-1-1出版 | 2019-2-1 上架,深度学习实践:计算机视觉,63.20
吉淑娇、商微微、雷艳敏 （著） | 清华大学出版社 | 9787302512547 | 2019-1-1出版 | 2019-2-1 上架,LabVIEW程序设计与应用,39.20
谭火彬 （著） | 清华大学出版社 | 9787302506980 | 2018-12-1出版 | 2019-1-30 上架,UML2面向对象分析与设计（第2版）/高等学校软件工程专业系列教材,47.60
Storm （著） | 人民邮电出版社 | 9787115503411 | 2019-2-1出版 | 2019-1-30 上架,接口自动化测试持续集成 Postman+Newman+Git+Jenkins+钉钉,50.05
黄钊吉 熊章立 （著） | 人民邮电出版社 | 9787115502421 | 2019-2-1出版 | 2019-1-30 上架,SQL Server On Linux运维实战,76.23
水木居士 （著） | 人民邮电出版社 | 9787115482761 | 2019-1-1出版 | 2019-1-30 上架,After Effects CS6实用教程,45.43
杨云 林哲 （著） | 人民邮电出版社 | 9787115495679 | 2019-2-1出版 | 2019-1-29 上架,Linux网络操作系统项目教程（RHEL 7.4/CentOS 7.4）（第3版）（微课版）,38.35
徐栋 （著） | 人民邮电出版社 | 9787115499752 | 2019-2-1出版 | 2019-1-29 上架,Office 2013办公软件高级应用立体化教程(微课版),36.96
郭志勇 （著） | 人民邮电出版社 | 9787115504210 | 2019-2-1出版 | 2019-1-29 上架,单片机应用技术项目教程（微课版）,46.05
赵建保 （著） | 人民邮电出版社 | 9787115499165 | 2019-2-1出版 | 2019-1-29 上架,JavaScript前端开发模块化教程,46.05
普运伟 （著） | 人民邮电出版社 | 9787115504197 | 2019-2-1出版 | 2019-1-29 上架,Java程序设计（微课版）,34.50
王爱华 刘锡冬 （著） | 人民邮电出版社 | 9787115494917 | 2019-2-1出版 | 2019-1-29 上架,PHP网站开发项目式教程（微课版）,38.35
田春瑾 （著） | 人民邮电出版社 | 9787115504203 | 2019-2-1出版 | 2019-1-29 上架,Java程序设计习题与实践（微课版）,25.26
肖睿 杨菊英 李丹 （著） | 人民邮电出版社 | 9787115503091 | 2019-2-1出版 | 2019-1-29 上架,移动UI界面设计,30.65
[德]奥马尔·海德希尔（Omar Khedher）;[印]坚登·杜塔·乔杜里（Chandan Dutta Chowdhury） （著） | 机械工业出版社 | 9787111616825 | 2019-1-23出版 | 2019-1-27 上架,精通OpenStack（原书第2版）,62.30
张诚 张琦 （著） | 机械工业出版社 | 9787111618355 | 2019-1-25出版 | 2019-1-27 上架,商业数据科学：数据价值与机器学习实战,41.30
朝乐门 （著） | 电子工业出版社 | 9787121344404 | 2019-1-1出版 | 2019-1-26 上架,Python编程：从数据分析到数据科学,54.40
龚曦 （著） | 电子工业出版社 | 9787121350047 | 2019-1-1出版 | 2019-1-26 上架,互联网企业容器技术实践,51.75
李杰臣 牟恩静 （著） | 机械工业出版社 | 9787111616641 | 2019-1-14出版 | 2019-1-25 上架,商业智能：从Excel到Power BI的数据可视化（动态图表篇）,41.86
[美]凯瑟琳·麦克尔罗伊（Kathryn McElroy） （著） | 机械工业出版社 | 9787111616269 | 2019-1-21出版 | 2019-1-24 上架,原型设计：打造成功产品的实用方法及实践,55.30
凯尔·马克兰（Kyle Markland） （著） | 机械工业出版社* | 9787111615842 | 2019-1-1出版 | 2019-1-24 上架,玩转乐高EV3：搭建和编程AI机器人,55.20
优逸客科技有限公司 （著） | 机械工业出版社* | 9787111615248 | 2019-1-1出版 | 2019-1-24 上架,移动UI设计三大利器：Photoshop+Illustrator+Sketch,63.20
迈克尔＆#8226;W. 贝瑞（Michael W. Berry）   雅克布＆#8226;柯岗（Jacob Kogan） （著） | 机械工业出版社* | 9787111570509 | 2019-1-1出版 | 2019-1-24 上架,文本挖掘,39.20
北京兆迪科技有限公司 （著） | 机械工业出版社* | 9787111614142 | 2019-1-1出版 | 2019-1-24 上架,UG NX 12.0曲面设计教程,55.92
刘冬芳 王艳 韩校粉 王敏 （著） | 机械工业出版社* | 9787111615798 | 2019-1-1出版 | 2019-1-24 上架,SOLIDWORKS 2018中文版曲面·钣金·焊接设计完全自学手册 第2版,79.20
张静 （著） | 机械工业出版社* | 9787111612742 | 2019-1-1出版 | 2019-1-24 上架,网旋风：Animate动画广告创意直播,63.92
优逸客科技有限公司 （著） | 机械工业出版社* | 9787111612629 | 2019-1-1出版 | 2019-1-24 上架,全栈开发实战宝典,79.20
点金文化 （著） | 电子工业出版社 | 9787121316234 | 2017-7-1出版 | 2019-1-24 上架,Word/Excel/PPT 2016商务办公一本通（超值全彩版）,39.20
中国网络空间研究院 （著） | 电子工业出版社 | 9787121354397 | 2018-12-1出版 | 2019-1-24 上架,世界互联网发展报告2018,158.40
中国网络空间研究院 （著） | 电子工业出版社 | 9787121354403 | 2018-12-1出版 | 2019-1-24 上架,中国互联网发展报告2018,134.40
明哲 （著） | 电子工业出版社 | 9787121325335 | 2019-1-1出版 | 2019-1-24 上架,Linux系统架构与运维实战,74.25
丰生强 （著） | 电子工业出版社 | 9787121355202 | 2019-1-1出版 | 2019-1-24 上架,Android软件安全权威指南,76.00
崔秀龙 （著） | 电子工业出版社 | 9787121359644 | 2019-1-1出版 | 2019-1-24 上架,深入浅出Istio：Service Mesh快速入门与实践,59.25
李艳鹏; 曲源; 宋扬 （著） | 电子工业出版社 | 9787121359545 | 2019-3-1出版 | 2019-1-24 上架,互联网轻量级SSM框架解密：Spring、Spring MVC、MyBatis源码深度剖析,81.75
亿瑞设计 （著） | 清华大学出版社 | 9787302495611 | 2018-7-1出版 | 2019-1-24 上架,Photoshop CS6中文版从入门到精通（微课视频实例版）,79.84
Galloway;[美] Brad Wilson;[美] K.Scott Allen （著） | 清华大学出版社 | 9787302390626 | 2018-8-1出版 | 2019-1-24 上架,ASP.NET MVC 5高级编程(第5版),63.84
姬莉霞;李学相;韩颖;刘成明 （著） | 清华大学出版社 | 9787302459699 | 2018-9-1出版 | 2019-1-24 上架,HTML5+CSS3网页设计与制作案例教程,62.40
徐理虹  林玮  钱小鸿  何东 （著） | 清华大学出版社 | 9787302510659 | 2018-11-1出版 | 2019-1-24 上架,智慧金融（第二版）,54.40
赵丁选、巩明德、倪涛 （著） | 清华大学出版社 | 9787302511519 | 2018-11-1出版 | 2019-1-24 上架,工程机械手册——铲土运输机械,254.40
罗涛 （著） | 清华大学出版社 | 9787302515333 | 2018-11-1出版 | 2019-1-24 上架,交互设计语言——与万物对话的艺术,103.20
CAE技术联盟 （著） | 清华大学出版社 | 9787302500803 | 2018-12-1出版 | 2019-1-24 上架,AutoCAD 2018中文版入门与提高——标准教程,63.84
徐效美   董刚   高文卿  苏庆堂  董耀平 李奕瑶 （著） | 清华大学出版社 | 9787302515180 | 2018-12-1出版 | 2019-1-24 上架,Access2016数据库应用实验教程,23.84
CAE技术联盟 （著） | 清华大学出版社 | 9787302506126 | 2018-12-1出版 | 2019-1-24 上架,AutoCAD 2018中文版入门与提高——室内设计,63.84
CAE技术联盟 （著） | 清华大学出版社 | 9787302500582 | 2018-12-1出版 | 2019-1-24 上架,AutoCAD 2018中文版入门与提高——市政工程设计,71.84
CAE技术联盟 （著） | 清华大学出版社 | 9787302501930 | 2018-12-1出版 | 2019-1-24 上架,AutoCAD 2018中文版入门与提高——建筑设计,63.84
CAE技术联盟 （著） | 清华大学出版社 | 9787302501305 | 2018-12-1出版 | 2019-1-24 上架,AutoCAD 2018中文版入门与提高——建筑水暖电设计,63.84
金洁 （著） | 清华大学出版社 | 9787302514022 | 2018-12-1出版 | 2019-1-24 上架,微课设计与制作一本通,79.20
李永华 （著） | 清华大学出版社 | 9787302511168 | 2018-12-1出版 | 2019-1-24 上架,OCF技术原理及物联网程序开发指南,79.20
顾永湘 （著） | 清华大学出版社 | 9787302510543 | 2018-12-1出版 | 2019-1-24 上架,网上开店推广与经营,54.40
张工厂、刘玉萍、罗晨 （著） | 清华大学出版社 | 9787302517283 | 2018-12-1出版 | 2019-1-24 上架,PHP 7从入门到精通（视频教学版）（第2版）,71.20
石头 （著） | 清华大学出版社 | 9787302510208 | 2018-12-1出版 | 2019-1-24 上架,从零开始学手绘板+SAI漫画绘制：板绘操作+软件讲解+线稿绘制+专训案例+上色实战,70.40
约翰·夏普（John Sharp） （著） | 清华大学出版社 | 9787302516248 | 2018-12-1出版 | 2019-1-24 上架,Visual C#从入门到精通（第9版）,111.20
王浩程 （著） | 清华大学出版社 | 9787302509325 | 2018-12-1出版 | 2019-1-24 上架,工程文化——基于实体建构的工程创新路径,38.40
杨维忠、张甜、王国平 （著） | 清华大学出版社 | 9787302514565 | 2018-12-1出版 | 2019-1-24 上架,SPSS统计分析与行业应用案例详解（第四版）,63.20
黄灯桥 （著） | 清华大学出版社 | 9787302516811 | 2018-12-1出版 | 2019-1-24 上架,ECMAScript 2018快速入门,23.20
杨维忠、陈胜可、刘荣 （著） | 清华大学出版社 | 9787302514558 | 2018-12-1出版 | 2019-1-24 上架,SPSS统计分析从入门到精通（第四版）,71.20
张驰、杨诺 （著） | 清华大学出版社 | 9787302512776 | 2018-12-1出版 | 2019-1-24 上架,成品——Final Cut Pro X影视包装剪辑从入门到精通,79.20
杨克昌 （著） | 清华大学出版社 | 9787302511335 | 2018-12-1出版 | 2019-1-24 上架,趣味数学及编程拓展,55.20
孙更新、宾晟、李晓娜 （著） | 清华大学出版社 | 9787302510345 | 2018-12-1出版 | 2019-1-24 上架,ASP+Dreamweaver动态网站开发(第2版),62.40
刘志友、汤园园、高峰、刘坤 （著） | 清华大学出版社 | 9787302514732 | 2018-12-1出版 | 2019-1-24 上架,Protel 99SE电路设计实例教程（第二版）,47.20
宓为建  副  朱福民  李万莉 （著） | 清华大学出版社 | 9787302511762 | 2018-12-1出版 | 2019-1-24 上架,工程机械手册——基础件,238.40
孔祥亮 （著） | 清华大学出版社 | 9787302508953 | 2018-12-1出版 | 2019-1-24 上架,淘宝开店做金冠,54.40
许洁 （著） | 清华大学出版社 | 9787302511144 | 2018-12-1出版 | 2019-1-24 上架,Premiere Pro CC 2018从新手到高手,63.20
大卫·科帕克(David Kopec) （著） | 清华大学出版社 | 9787302517092 | 2018-12-1出版 | 2019-1-24 上架,Swift常用算法 经典计算机科学问题的Swift实现,78.40
前端科技 （著） | 清华大学出版社 | 9787302507970 | 2018-12-1出版 | 2019-1-24 上架,Dreamweaver+Flash+Photoshop网页设计从入门到精通（微课精编版）,71.84
李华峰 （著） | 清华大学出版社 | 9787302514503 | 2018-12-1出版 | 2019-1-24 上架,Python渗透测试编程技术：方法与实践,55.20
西蒙尼？基西雷塔 (Simone Chiaretta) 杜静 敖富江 李博 （著） | 清华大学出版社 | 9787302515296 | 2018-12-1出版 | 2019-1-24 上架,Web前端开发 使用ASP.NET Core、Angular和Bootstrap,47.84
前端科技 （著） | 清华大学出版社 | 9787302501992 | 2018-12-1出版 | 2019-1-24 上架,CSS3+DIV网页样式与布局从入门到精通（微课精编版）,71.84
李韧 （著） | 清华大学出版社 | 9787302508885 | 2018-12-1出版 | 2019-1-24 上架,自适应学习--人工智能时代的教育革命,31.60
徐明明 （著） | 清华大学出版社 | 9787302505952 | 2018-12-1出版 | 2019-1-24 上架,After Effects+MAYA影视视觉效果风暴,63.20
