calorie,name
热量：78 大卡(每100克),喼汁
热量：63 大卡(每100克),丸江 寿司鱼生酱油
热量：100 大卡(每100克),淘大 潮味卤水汁
热量：50 大卡(每100克),珠江桥牌生抽王
热量：122 大卡(每100克),珠江桥牌老抽王
热量：39 大卡(每100克),酱油(冬菇)
热量：40 大卡(每100克),酱油(三级)
热量：70 大卡(每100克),酱油(晒制)
热量：120 大卡(每100克),珠江桥牌草菇老抽
热量：51 大卡(每100克),鱿鱼标香甜鱼露
热量：55 大卡(每100克),酱油(特母)
热量：42 大卡(每100克),山岐素面豉油
热量：33 大卡(每100克),宝鼎 糟卤
热量：80 大卡(每100克),業務特级浓酱油
热量：78 大卡(每100克),TESCO乐购草菇老抽
热量：400 大卡(每100克),四洲超爽薄荷糖（梅子味）
热量：563 大卡(每100克),jhornton's 75%黑巧克力
热量：418 大卡(每100克),悠哈/UHA 特浓抹茶牛奶糖（袋装），又叫...
热量：429 大卡(每100克),悠哈特浓盐牛奶糖
热量：560 大卡(每100克),飞瑞尔 优质特醇丝滑黑巧克力
热量：426 大卡(每100克),雅格丝 开心果夹心超细滑纯巧克力
热量：460 大卡(每100克),乐一百 杂果软糖夹心巧克力
热量：424 大卡(每100克),雅格丝 香草味树莓夹心超细滑巧克力
热量：425 大卡(每100克),雅格丝 蔓越莓香橙夹心超细滑纯巧克力
热量：418 大卡(每100克),义美 蔓越莓巧克力
热量：423 大卡(每100克),雅格丝 葡萄干橙味朗姆酒夹心超细纯巧克力
热量：550 大卡(每100克),歌帝梵/GODIVA 牛奶巧克力（可可含量...
热量：425 大卡(每100克),雅格丝 蓝莓夹心超滑纯巧克力
热量：410 大卡(每100克),格力高 草莓牛奶糖
热量：600 大卡(每100克),歌帝梵/GODIVA  黑巧克力（可可含量...
热量：425 大卡(每100克),雅格丝 香蕉夹心超细滑巧克力
热量：429 大卡(每100克),格力高 杏仁牛奶糖
热量：532 大卡(每100克),金帝 杯克力（醇浓黑巧克力）
热量：656 大卡(每100克),明治 澳洲坚果夹心巧克力（雪吻版）
热量：387 大卡(每100克),kanro 异国风情硬糖
热量：594 大卡(每100克),森永 DARS黑巧克力
热量：396 大卡(每100克),金帝牌Vanii桑菊糖
热量：373 大卡(每100克),悠哈巧克力夹心椰子牛奶糖（袋装）
热量：642 大卡(每100克),夏威夷果仁糖
热量：562 大卡(每100克),英佰瑞/sainsbury's 85%黑巧克力
热量：551 大卡(每100克),Green and Blacks有机70%...
热量：559 大卡(每100克),jhornton's 85%黑巧克力
热量：509 大卡(每100克),金冠我就爱杏仁奶吧
热量：525 大卡(每100克),歌帝梵/GODIVA 纯巧克力72%
热量：558 大卡(每100克),jhornton's 75% balsmi...
热量：368 大卡(每100克),胶姆糖
热量：563 大卡(每100克),德芙 恋语榛子酱夹心巧克力
热量：392 大卡(每100克),四洲什果味糖
热量：398 大卡(每100克),荷氏无糖冰球（原味薄荷）
热量：430 大卡(每100克),歌帝梵/Godiva 黑巧克力
热量：430 大卡(每100克),吉百利巧心玉巧克力夹心硬糖（咖啡）
热量：139 大卡(每100克),日本北海道浓厚哈密瓜牛奶糖
热量：392 大卡(每100克),吉百利维果-C
热量：234 大卡(每100克),荷氏冰球（无糖）蓝莓口味
热量：569 大卡(每100克),sainsbury's 72% 黑巧克力
热量：379 大卡(每100克),吉百利荷氏柠檬香蜜薄荷糖
热量：516 大卡(每100克),明治/meiji 澳洲坚果夹心绿茶巧克力
热量：438 大卡(每100克),吉百利巧心玉巧克力夹心硬糖（原味）
热量：399 大卡(每100克),悠哈/UHA 特浓牛奶糖（条装），又叫悠哈...
热量：607 大卡(每100克),frey 提拉米苏奶油夹心巧克力
热量：545 大卡(每100克),克特多 金象娇娇牛奶巧克力精巧装
热量：500 大卡(每100克),Lindt/瑞士莲 厄瓜多尔75%黑巧克力
热量：390 大卡(每100克),果然多cc卷蜜桃味
热量：576 大卡(每100克),明治/meiji 雪吻巧克力（绿茶味）
热量：400 大卡(每100克),四洲泡泡乐糖
热量：494 大卡(每100克),夹心糖
热量：411 大卡(每100克),春日井抹茶味硬糖
热量：352 大卡(每100克),良浩黑糖梅
热量：379 大卡(每100克),何氏柠檬香蜜薄荷糖
热量：393 大卡(每100克),吉百利荷氏绿茶口味薄荷糖
热量：398 大卡(每100克),荷氏 冰极原味薄荷糖（无糖）
热量：386 大卡(每100克),彩虹果汁糖（酸劲味）
热量：550 大卡(每100克),HACHEZ黑巧克力（65%）
热量：543 大卡(每100克),巧克力（充气）
热量：392 大卡(每100克),不二家牌牛乳糖（原味）
热量：582 大卡(每100克),明治雪吻巧克力（黑巧克力）
热量：393 大卡(每100克),荷氏维果C西柚味水果硬糖
热量：386 大卡(每100克),荷氏午夜风暴薄荷糖
热量：369 大卡(每100克),水果味软糖
热量：432 大卡(每100克),花生牛轧糖
热量：399 大卡(每100克),什锦糖果
热量：401 大卡(每100克),巧克力(酒芯)
热量：406 大卡(每100克),阿尔卑斯巧克力夹心卡布奇诺咖啡太妃糖
热量：348 大卡(每100克),爱亿华香草夹心棉花糖
热量：171 大卡(每100克),新益达至尊清新西柚味无糖口香糖
热量：392 大卡(每100克),春日井什锦水果糖
热量：321 大卡(每100克),棉花糖
热量：389 大卡(每100克),阿尔卑斯巧克力夹心榛仁太妃糖
热量：308 大卡(每100克),徐福记橡皮糖
热量：575 大卡(每100克),巧克力（牛奶）
热量：397 大卡(每100克),四味粽子糖
热量：452 大卡(每100克),太妃糖
热量：159 大卡(每100克),益达 无糖口香糖（热带水果味）
热量：66 大卡(每100克),多良见水果冻杯（什锦）
热量：397 大卡(每100克),酸三色糖
热量：62 大卡(每100克),多良见菠萝椰果果冻
热量：404 大卡(每100克),酸奶软糖
热量：360 大卡(每100克),泡泡糖
热量：556 大卡(每100克),德芙 薄荷味夹心黑巧克力
热量：460 大卡(每100克),吉百利怡口莲蓝莓牛奶巧克力夹心太妃糖
热量：423 大卡(每100克),不二家巧克力夹心糖
热量：371 大卡(每100克),家乐福苹果味超Q糖
热量：283 大卡(每100克),魔力纤 魔力芭乐干
热量：360 大卡(每100克),魔力纤 巨峰葡萄+酵母
热量：280 大卡(每100克),魔力纤 黄金奇异果
热量：650 大卡(每100克),samui 香酥椰子
热量：363 大卡(每100克),上好佳 番荔枝干
热量：70 大卡(每100克),恩度农庄 太空果（天然冻干荔枝）
热量：514 大卡(每100克),cocoabean 黑巧克力（酸橙黑胡椒味）
热量：533 大卡(每100克),HAWAII'S 香蕉片
热量：204 大卡(每100克),Great Lakes apricot 杏脯
热量：367 大卡(每100克),Dan·D·Park Cantaloupe...
热量：311 大卡(每100克),优の品撮mint 话梅肉（李肉条）
热量：325 大卡(每100克),stoneridge 樱桃干
热量：250 大卡(每100克),Dan·D Park Organic Ap...
热量：373 大卡(每100克),台湾一番 金煌芒果干
热量：300 大卡(每100克),Dan·D·Park Apple Ring...
热量：328 大卡(每100克),茂嘉庄 宫廷蜜枣
热量：272 大卡(每100克),统一生机 天然蜜枣干
热量：261 大卡(每100克),佳之选 野莓果酱
热量：360 大卡(每100克),魔力纤 大湖鲜草莓
热量：280 大卡(每100克),冻顶 茶梅
热量：302 大卡(每100克),阿联酋皇 冠椰枣
热量：381 大卡(每100克),7D 芒果干
热量：317 大卡(每100克),金丝 阿胶蜜枣
热量：311 大卡(每100克),超级健康果脯 金玫果
热量：351 大卡(每100克),彰化大村 巨峰葡萄
热量：168 大卡(每100克),佳梅 真之梅肉
热量：161 大卡(每100克),梅问屋 黑糖梅
热量：333 大卡(每100克),东园珍宝 混合葡萄干
热量：161 大卡(每100克),梅问屋 烧き梅（原味）
热量：580 大卡(每100克),瑞士莲 90%黑巧克力
热量：350 大卡(每100克),优之良品魔力纤乳酸蓝莓
热量：120 大卡(每100克),甘草之梅
热量：280 大卡(每100克),顺泰 绿茶梅
热量：279 大卡(每100克),长思 大红枣
热量：277 大卡(每100克),森活 高纤蒟蒻干（苹果味）
热量：95 大卡(每100克),北美阳光 高钙琼脂山楂条
热量：262 大卡(每100克),佳梅 真之甘草芒果丁
热量：263 大卡(每100克),珍奇味 加州去核西梅
热量：288 大卡(每100克),奥赛 山楂串串
热量：381 大卡(每100克),宿雾牌 芒果干
热量：321 大卡(每100克),瑞盛源 低糖阿胶枣
热量：321 大卡(每100克),统一生机 天然櫻桃干
热量：298 大卡(每100克),统一生机 蔓越莓干
热量：261 大卡(每100克),珍奇味 西梅
热量：112 大卡(每100克),赛园 巧酸榄
热量：320 大卡(每100克),枣家庄 无核酸枣
热量：375 大卡(每100克),正和 山楂片
热量：271 大卡(每100克),优之良品蓝莓
热量：334 大卡(每100克),阿胶枣
热量：67 大卡(每100克),乐购 青口梅
热量：684 大卡(每100克),沃尔沃斯 脱水椰蓉
热量：339 大卡(每100克),万亩园 阿胶蜜枣
热量：311 大卡(每100克),西瓜脯
热量：270 大卡(每100克),SOLTANA 阿胶枣
热量：291 大卡(每100克),万亩园 金丝枣
热量：495 大卡(每100克),梁丰 麦咪 代可可脂牛奶巧克力
热量：321 大卡(每100克),三颗 无核阿胶贡枣（低糖）
热量：317 大卡(每100克),智神 阿胶蜜枣（无核）
热量：328 大卡(每100克),长思 水晶蜜枣
热量：303 大卡(每100克),金糕条
热量：290 大卡(每100克),海棠脯
热量：340 大卡(每100克),苹果脯
热量：284 大卡(每100克),绿康 中国特产蜜枣
热量：700 大卡(每100克),Kara 椰蓉
热量：281 大卡(每100克),佳梅 真之应子（袋装）
热量：280 大卡(每100克),优之良品 魔力纤魔力神秘果
热量：350 大卡(每100克),首选牌 美国加州葡萄干
热量：328 大卡(每100克),长思 水晶阿胶蜜枣
热量：337 大卡(每100克),南瓜果脯
热量：235 大卡(每100克),汉波 山楂果肉泥
热量：316 大卡(每100克),田园坊 美国加州汤姆逊无籽红提干
热量：322 大卡(每100克),汉波阿胶贡枣
热量：230 大卡(每100克),佳梅 真之玫瑰
热量：104 大卡(每100克),佳梅 真之橙皮
热量：320 大卡(每100克),奥赛山楂羹
热量：303 大卡(每100克),加拿大阳光少女葡萄干
热量：241 大卡(每100克),丘比草莓酱（低糖度）
热量：329 大卡(每100克),Flemings水果条(草莓）
热量：363 大卡(每100克),乐滋 草莓脆
热量：367 大卡(每100克),福乐果 蔓越莓干
热量：388 大卡(每100克),荷氏 特强薄荷糖
热量：556 大卡(每100克),乐家杏仁糖
热量：373 大卡(每100克),鲜乳软糖
热量：500 大卡(每100克),纯手工牛轧糖
热量：294 大卡(每100克),trident 口香糖
热量：386 大卡(每100克),云成 纯红蔗糖
热量：418 大卡(每100克),森永草莓牛奶糖
热量：400 大卡(每100克),正北牌纯净半方糖
热量：520 大卡(每100克),胜利 纯黑巧克力（72％）
热量：42 大卡(每100毫升),锐澳鸡尾酒（柠檬+朗姆）
热量：48 大卡(每100毫升),锐澳鸡尾酒（白桃+白兰地）
热量：37 大卡(每100毫升),香雪酒
热量：327 大卡(每100毫升),Baileys 百利甜酒
热量：88 大卡(每100毫升),蛋奶酒
热量：343 大卡(每100毫升),乌林春酒(青稞酒)
热量：44 大卡(每100毫升),RIO锐澳水果鸡尾酒（酷爽柠檬）
热量：222 大卡(每100毫升),古井贡酒（浓香型，38%)
热量：237 大卡(每100毫升),汉口小麦酒(40.7度)
热量：364 大卡(每100毫升),特制汉酒(59.9度)
热量：260 大卡(每100毫升),五酿春(44.4度)
热量：297 大卡(每100毫升),小麦酒(50度)
热量：272 大卡(每100毫升),董酒（浓香型，46%）
热量：317 大卡(每100毫升),汾酒（清香型，53%）
热量：238 大卡(每100毫升),精制小麦酒
热量：317 大卡(每100毫升),茅台酒（53%）
热量：239 大卡(每100毫升),碧绿酒
热量：226 大卡(每100毫升),金奖白兰地（38%）
热量：216 大卡(每100毫升),低度汉酒(37.2度)
热量：343 大卡(每100毫升),酒泉酒
热量：312 大卡(每100毫升),剑南春（52%）
热量：330 大卡(每100毫升),曲酒(55度)
热量：339 大卡(每100毫升),特制三粮酒(56.2度)
热量：284 大卡(每100毫升),小麦酒(48度)
热量：330 大卡(每100毫升),三粮小麦(55度)
热量：730 大卡(每100克),百伦泰醇正奶油味黄油（无盐）
热量：713 大卡(每100克),百伦泰醇正奶油味黄油（含盐）
热量：250 大卡(每100克),Becel butter
热量：348 大卡(每100克),蒙牛缔芝特烟熏味早餐奶酪
热量：364 大卡(每100克), Du darfst 低卡黄油
热量：324 大卡(每100克),Flora 低脂黄油
热量：740 大卡(每100克),安佳黄油（无盐）
热量：828 大卡(每100克),台正 橄榄葵花油
热量：900 大卡(每100克),PDO 橄榄林 特级初榨橄榄油
热量：800 大卡(每100克),WinterCreek冬季之河特级初榨橄榄油
热量：800 大卡(每100克),Carapelli初榨橄榄油
热量：714 大卡(每100克),Kirkland Signature 含盐奶油
热量：359 大卡(每100克),Homagold低卡黄油
热量：544 大卡(每100克),Lurpak 低盐淡味减脂涂抹黄油
热量：719 大卡(每100克),Devondale涂抹黄油
热量：597 大卡(每100克),Meggle黄油(烧烤味)
热量：582 大卡(每100克),Meggle黄油(蒜味)
热量：743 大卡(每100克),Gut&Guenstig 黄油
热量：884 大卡(每100克),金龙鱼 深海鱼油（调和油）
热量：470 大卡(每100克),韩国不倒翁低脂肪玉米黄油
热量：900 大卡(每100克),TESCOlard(猪油)
热量：884 大卡(每100克),欧丽薇兰 特级初榨橄榄油-桶装
热量：900 大卡(每100克),西王 鲜胚玉米胚芽油
热量：884 大卡(每100克),金城堡特级初榨橄榄油
热量：900 大卡(每100克),阿格利司 橄榄油
热量：857 大卡(每100克),百得利特纯橄榄油
热量：360 大卡(每100克),韩国不倒翁低脂肪橄榄黄油
热量：900 大卡(每100克),organic 有机葵花籽油
热量：899 大卡(每100克),志成香麻油
热量：884 大卡(每100克),金龙鱼橄榄原香食用调和油
热量：830 大卡(每100克),Alfa One  100pa Pure ...
热量：884 大卡(每100克),奥丽贝娅特级初榨橄榄油500ml
热量：276 大卡(每100克),Deli 低脂黄油涂层面包
热量：827 大卡(每100克),欧蓝特级初榨橄榄油
热量：900 大卡(每100克),Tesco/乐购 纯植物油
热量：822 大卡(每100克),Filippo Berio 清爽橄榄油
热量：900 大卡(每100克),SUNGROWN 橄榄油
热量：885 大卡(每100克),黄金树特级初榨橄榄油
热量：740 大卡(每100克),威仕高含盐黄油
热量：900 大卡(每100克),白雪 色拉油
热量：884 大卡(每100克),亿芭利 特级初榨橄榄油
热量：884 大卡(每100克),福临门 天然谷物调和油
热量：833 大卡(每100克),Azalea 葡萄籽油
热量：805 大卡(每100克),奥尼特级初炸橄榄油
热量：822 大卡(每100克),百一 特级初榨橄榄油
热量：900 大卡(每100克),金浩 菜籽橄榄调和油
热量：900 大卡(每100克),PDO 雅典娜克里特女皇特级初榨橄榄油
热量：900 大卡(每100克),SHOWA 色拉油
热量：822 大卡(每100克),卡拉佩利 特级橄榄油
热量：822 大卡(每100克),VITALIA/维他利亚 特级初榨橄榄油
热量：875 大卡(每100克),金龙鱼 植物甾醇玉米油
热量：226 大卡(每100克),佳梅 真之橄榄
热量：315 大卡(每100克),桃脯
热量：333 大卡(每100克),杏脯
热量：186 大卡(每100克),佳梅 真之应子
热量：361 大卡(每100克),珍奇味 阿胶贡枣
热量：308 大卡(每100克),梅脯
热量：311 大卡(每100克),清凉杏肉
热量：293 大卡(每100克),李广杏脯
热量：536 大卡(每100克),vinamit 芋头条
热量：305 大卡(每100克),黑贡枣
热量：896 大卡(每100毫升),Carwari 特级初榨黑芝麻油
热量：884 大卡(每100克),鲁花特级初榨橄榄油
热量：819 大卡(每100克),K-Classic植物油
热量：828 大卡(每100克),Ja葵花籽油
热量：812 大卡(每100克),红棕榈油
热量：823 大卡(每100克),Sainsbury 橄榄油
热量：495 大卡(每100克),大为 白苏打饼干（花椒味）
热量：929 大卡(每100克),Kadoya 上等麻油
热量：857 大卡(每100克),Wesson 植物油
热量：819 大卡(每100克),RAVIKA葵花籽油
热量：809 大卡(每100克),RAVIKA特级初榨橄榄油
热量：55 大卡(每100克),广乐 可口萝卜
热量：88 大卡(每100克),川南麻辣萝卜干
热量：33 大卡(每100克),阿里郎韩式泡菜
热量：33 大卡(每100克),宗家府整颗泡菜
热量：30 大卡(每100克),乌江涪陵榨菜（鲜爽菜芯）
热量：23 大卡(每100克),味聚特 鲜香榨菜片
热量：14 大卡(每100克),Wel-pac寿司姜
热量：49 大卡(每100克),鱼泉 榨菜（片片脆）
热量：41 大卡(每100克),辣萝卜条
热量：112 大卡(每100克),紫山 梅菜笋丝
热量：260 大卡(每100克),古龙 肉香茶树菇罐头
热量：38 大卡(每100克),味聚特 特级木耳榨菜片
热量：131 大卡(每100克),宗家府萝卜干泡菜，又叫宗家府 萝卜干泡菜
热量：45 大卡(每100克),贝奇 条条香萝卜 109g
热量：232 大卡(每100克),老香居萝卜干麻辣味
热量：93 大卡(每100克),川南 下饭菜，又叫川南 爽口下饭菜
热量：59 大卡(每100克),味聚特 麻辣三丝
热量：30 大卡(每100克),姜(糟)
热量：113 大卡(每100克),广乐红油春笋
热量：196 大卡(每100克),芥菜干，又叫梅菜干，梅菜
热量：71 大卡(每100克),腌龙须菜
热量：121 大卡(每100克),味聚特 脆豇豆
热量：42 大卡(每100克),酱苤蓝丝
热量：93 大卡(每100克),广乐爽口菜
热量：83 大卡(每100克),合锦菜
热量：112 大卡(每100克),酱包瓜
热量：41 大卡(每100克),酱甘露
热量：21 大卡(每100克),酸芥菜
热量：30 大卡(每100克),腌芥菜头(煮)，又叫煮芥，煮疙瘩
热量：26 大卡(每100克),蕨菜(腌)
热量：109 大卡(每100克),蒜头(酱)
热量：27 大卡(每100克),狗芽菜
热量：52 大卡(每100克),冬菜，又叫冬尖
热量：63 大卡(每100克),麻仁金丝
热量：76 大卡(每100克),国圣金针菇
热量：26 大卡(每100克),腌芥菜头，又叫水芥、水疙瘩
热量：45 大卡(每100克),金钱萝卜
热量：98 大卡(每100克),甜酸皎头
热量：40 大卡(每100克),味聚特木耳海带丝
热量：28 大卡(每100克),咸沙葱
热量：57 大卡(每100克),酱籽萝
热量：54 大卡(每100克),桂花大头菜
热量：73 大卡(每100克),味聚特香辣大头菜
热量：23 大卡(每100克),冠利 俄式酸青瓜
热量：33 大卡(每100克),韩国进口日本式特級切件泡菜
热量：49 大卡(每100克),鱼泉榨菜（特等品）
热量：607 大卡(每100克),味博士 剁椒腊八豆
热量：221 大卡(每100克),惠通 香辣三丝（榨菜，海带，豆角）
热量：63 大卡(每100克),LaCostena 酸辣青椒
热量：400 大卡(每100克),古龙丁香鱼罐头
热量：26 大卡(每100克),川南木耳菜片
热量：29 大卡(每100克),味聚特特级五香榨菜
热量：33 大卡(每100克),味聚特 学生营养榨菜
热量：50 大卡(每100克),鱼泉 鲜香榨菜
热量：24 大卡(每100克),味聚特 特级口口脆榨菜
热量：62 大卡(每100克),鱼泉竹笋榨菜
热量：33 大卡(每100克),酱萝卜
热量：99 大卡(每100克),酱油膏
热量：598 大卡(每100克),桂冠沙拉酱
热量：308 大卡(每100克),Glory椰子酱
热量：605 大卡(每100克),奶油攀司
热量：414 大卡(每100克),Lady’sChoice千岛沙拉酱
热量：165 大卡(每100克),李锦记香茅腌酱
热量：274 大卡(每100克),桃酱
热量：142 大卡(每100克),Select97%低脂美乃滋
热量：128 大卡(每100克),雄鸡标鲭鱼辣茄汁蒜蓉
热量：117 大卡(每100克),Singlong/信隆 黑胡椒酱
热量：283 大卡(每100克),柠檬酱
热量：55 大卡(每100克),百味来紫苏意大利面调味酱
热量：123 大卡(每100克),maggi番茄酱
热量：200 大卡(每100克),信州白味增
热量：550 大卡(每100克),KRAFT低脂颗粒花生酱（25%低脂）
热量：299 大卡(每100克),新东阳五香肉酱
热量：553 大卡(每100克),卡夫低脂花生酱
热量：598 大卡(每100克),桂冠 沙拉酱（香浓型）
热量：143 大卡(每100克),Honey Mustard Sauce
热量：286 大卡(每100克),杏酱
热量：95 大卡(每100克),百味来波伦亚肉末意粉酱
热量：598 大卡(每100克),桂冠 千岛沙拉酱
热量：387 大卡(每100克),家乐清淡沙拉酱
热量：47 大卡(每100克),百味来红辣椒意大利面调味酱
热量：45 大卡(每100克),玛莎经典意大利面酱（番茄酱）
热量：158 大卡(每100克),雄鸡标 原味蛋黄金枪鱼沙拉酱
热量：118 大卡(每100克),SINSIN鲜味蚝油
热量：83 大卡(每100克),百味来橄榄意大利面调味酱
热量：167 大卡(每100克),sinsin酸甜辣椒酱
热量：106 大卡(每100克),郫县辣酱
热量：340 大卡(每100克),古龙牌肉酱
热量：176 大卡(每100克),嘉丝特草莓果酱（低糖）
热量：88 大卡(每100克),Heinz番茄沙司
热量：57 大卡(每100克),五香大头菜
热量：50 大卡(每100克),一只鼎 榨菜片 老
热量：69 大卡(每100克),斜桥榨菜
热量：25 大卡(每100克),酱莴笋
热量：130 大卡(每100克),李记乐宝红油泡豇豆
热量：120 大卡(每100克),酱八宝菜
热量：36 大卡(每100克),洋姜(腌)，又叫菊芋，鬼子姜
热量：36 大卡(每100克),酱乳黄瓜，又叫嫩黄瓜
热量：188 大卡(每100克),百家珍 芦荟醋
热量：251 大卡(每100克),MIZKAN 寿司醋
热量：0 大卡(每100克),魔力时光苹果醋
热量：110 大卡(每100克),葡萄醋
热量：259 大卡(每100克),工研 益寿多健康酢（柠檬口味）
热量：88 大卡(每100克),意大利黑醋
热量：21 大卡(每100克),苹果醋
热量：18 大卡(每100克),蒸馏醋
热量：211 大卡(每100克),ST.DALFOUR圣桃园黑山莓果酱
热量：160 大卡(每100克),万家香 水果醋
热量：19 大卡(每100克),红酒醋
热量：40 大卡(每100克),Spectrum有机意大利香醋（葡萄醋）
热量：90 大卡(每100克),Hachi即食咖哩（甜口）
热量：37 大卡(每100克),甘醋
热量：0 大卡(每100克),春田苹果醋
热量：300 大卡(每100克),欧氏干薄饼调味料（墨西哥风味）
热量：366 大卡(每100克),高达 金牌精选黑胡椒碎
热量：291 大卡(每100克),山城 干锅底料（浓缩型）
热量：358 大卡(每100克),台湾原产全素卤菜香料（卤牛肉）
热量：358 大卡(每100克),台湾原产全素卤菜香料（汉宫卤包）
热量：551 大卡(每100克),安记 花椒粉
热量：300 大卡(每100克),拉瓦赫牌咖喱粉
热量：530 大卡(每100克),S&B 特乐口元气咖喱块（辛口）
热量：100 大卡(每100克),老温天下第一辣特制辣椒酱
热量：524 大卡(每100克),好侍 佛蒙特咖喱（甜味）
热量：542 大卡(每100克),好侍 百梦多咖喱（2辣） 100g
热量：162 大卡(每100克),安记 孜然粉
热量：366 大卡(每100克),安记 白胡椒粉
热量：313 大卡(每100克),咖喱酱，又叫印度咖喱、酱汁、调料、Indi...
热量：236 大卡(每100克),VedaVie浓缩姜汁
热量：529 大卡(每100克),S&B金牌咖喱（中辣）
热量：278 大卡(每100克),生记 马来西亚巴生肉骨茶香料
热量：380 大卡(每100克),荫豉朝天椒
热量：396 大卡(每100克),宁记 辣椒
热量：400 大卡(每100克),7-ELEVEN 海苔鲣鱼拌饭粉末
热量：531 大卡(每100克),S&B/爱思必 金牌咖喱日式调味块
热量：330 大卡(每100克),黄毛籽
热量：555 大卡(每100克),娘惹料理素肉咖哩即煮酱
热量：296 大卡(每100克),Knorr系列意大利面调味酱Napoli
热量：91 大卡(每100克),MasterFood蒜泥
热量：350 大卡(每100克),印度咖喱粉
热量：6 大卡(每100克),Knorr 肉汤调味品
热量：233 大卡(每100克),周君记鸡汁面佐料
热量：130 大卡(每100克),AyamBrand 浓缩椰奶
热量：418 大卡(每100克),红99 重庆火锅浓缩底料
热量：191 大卡(每100克),一休 白味噌
热量：342 大卡(每100克),台糖 果寡糖
热量：120 大卡(每100克),桂冠麻辣锅底
热量：384 大卡(每100克),ION混合木鱼花
热量：147 大卡(每100克),ION海苔粉
热量：139 大卡(每100克),Kikkoman五目拌饭
热量：50 大卡(每100克),鲜厨 调味粉（排骨汤）
热量：200 大卡(每100克),信州 白味噌
热量：44 大卡(每100毫升),NUOC COT DUA Coconut ...
热量：400 大卡(每100克),太古 金黄咖啡调糖
热量：267 大卡(每100克),kraft miracle whip
热量：317 大卡(每100克),club house 超级汉堡调料粉包
热量：400 大卡(每100克),佳一粒砂糖
热量：433 大卡(每100克),Knorr系列奶酪肉末汤调料
热量：480 大卡(每100克),Knorr系列奶酪鸡汤调料
热量：287 大卡(每100克),福泉 味醂
热量：126 大卡(每100克),江记麻油辣腐乳
热量：300 大卡(每100克),周君记 担担面佐料
热量：260 大卡(每100克),野菜素（饭团用）
热量：0 大卡(每100克),中盐天然海盐
热量：210 大卡(每100克),工研味醂调味料
热量：128 大卡(每100克),史云生浓醇高汤（肉骨高汤）
热量：234 大卡(每100克),DAISO柴鱼汤调味粉
热量：200 大卡(每100克),有机厨坊素高倍鲜G粉
热量：400 大卡(每100克),善品糖
热量：72 大卡(每100克),桂冠海鲜锅底
热量：7 大卡(每100克),Knorr 蔬菜汤调味品
热量：8 大卡(每100克),红布朗 昆布藻盐
热量：337 大卡(每100克),牛头牌 蛤蜊味汤块
热量：173 大卡(每100克),和风洋葱味调味汁
热量：300 大卡(每100克),周君记红油凉面佐料
热量：478 大卡(每100克),妈妈的厨房海苔鱼松（旗鱼）
热量：371 大卡(每100克),元贞 元贞糖
热量：0 大卡(每100克),统一天然海盐
热量：244 大卡(每100克),周君记杂酱面佐料
热量：224 大卡(每100克),鸡粉
热量：95 大卡(每100克),好侍 咖喱盖浇汁
热量：372 大卡(每100克),酵母(干)
热量：291 大卡(每100克),味好美港式酸辣汤
热量：160 大卡(每100克),金葵 日式青芥辣
热量：9 大卡(每100克),史云生原味高汤
热量：125 大卡(每100克),盛记茄汁
热量：314 大卡(每100克),味好美海苔豆腐汤
热量：106 大卡(每100克),酵母(鲜)
热量：0 大卡(每100克),土盐
热量：308 大卡(每100克),Knorr系列Hackfleisch
热量：493 大卡(每100克),Knorr系列Kartoffel-Gratin
热量：198 大卡(每100克),料亭の味米味噌
热量：198 大卡(每100克),鸡汤块
热量：170 大卡(每100克),牛肉汤块
热量：189 大卡(每100克),鲣天下 米味噌
热量：0 大卡(每100克),味好美 地中海海盐
热量：156 大卡(每100克),丸米 即食裙带菜味噌汤
热量：58 大卡(每100克),谭鱼头香辣鱼调料
热量：67 大卡(每100克),和风天国 料理酒
热量：48 大卡(每100克),汇源 上选核桃花生牛奶
热量：396 大卡(每100克),于成龙 葡萄籽粉
热量：301 大卡(每100克),皇桥面馆 荞麦面
热量：396 大卡(每100克),自然派 白芝麻软糖
热量：29 大卡(每100毫升),孝感 银耳米酒
热量：524 大卡(每100克),黑雷神 巧克力棒
热量：72 大卡(每100克),三厨 爽脆菜脯
热量：93 大卡(每100毫升),皇氏 益生菌风味发酵乳
热量：532 大卡(每100克),盼盼 梅尼耶干蛋糕（柠檬味）
热量：483 大卡(每100克),燕之坊 核桃芝麻禅食 600g
热量：59 大卡(每100毫升),伊利 益消风味发酵乳（ 无蔗糖）
热量：59 大卡(每100毫升),天润 纯牛奶全脂灭菌乳
热量：555 大卡(每100克),嘉士利 花卷威化饼干 （麻香口味）
热量：334 大卡(每100克),淘豆 牛肉干
热量：103 大卡(每100毫升),新希望 鲜花酸奶
热量：517 大卡(每100克),诗琳娜 干酪奶油味夹心饼干
热量：404 大卡(每100克),好力爽 无糖薄荷糖
热量：24 大卡(每100毫升),英格 网吧战神，又叫英格网吧战神
热量：530 大卡(每100克),明安旭 红黑枸杞阿胶粉
热量：451 大卡(每100克),机灵 蓝莓红豆烤麦片
热量：451 大卡(每100克),谷乐乐 核桃芝麻黑米粉
热量：139 大卡(每100克),捡蛋去吧 茶叶鹧鸪蛋
热量：48 大卡(每100毫升),旺旺 小小复合果蔬汁饮料 125ml
热量：474 大卡(每100克),美丽家食品 巧脆可可小饼
热量：269 大卡(每100克),香飘飘 奶茶 （原味）
