calorie,name
热量：260 大卡(每100克),三鲜蛋卷
热量：138 大卡(每100克),蒸糟鱼
热量：23 大卡(每100克),鳅鱼附豆腐汤
热量：389 大卡(每100克),银宫杏仁豆腐
热量：87 大卡(每100克),奶汤鱼翅
热量：372 大卡(每100克),一鸭四吃---鸭皮薄饼
热量：203 大卡(每100克),铁盘宫保兔肉丁
热量：188 大卡(每100克),松果黄鱼
热量：114 大卡(每100克),脆脆蜇丝
热量：51 大卡(每100克),奶汤碰网鲫鱼
热量：288 大卡(每100克),黄米炸糕，又叫黄米糕
热量：48 大卡(每100克),酸菜炖粉条，又叫酸菜粉
热量：83 大卡(每100克),海带炖土豆
热量：54 大卡(每100克),炖茄子（清淡）
热量：401 大卡(每100克),白扒松茸蘑
热量：40 大卡(每100克),大碴粥，又叫大碴子粥
热量：148 大卡(每100克),叉烧山兔肉
热量：133 大卡(每100克),煎烧虾饼
热量：123 大卡(每100克),水晶鲑鱼
热量：57 大卡(每100克),炝瓜条海米
热量：202 大卡(每100克),酥海带
热量：277 大卡(每100克),烹野鸭
热量：276 大卡(每100克),自制扒猪脸
热量：84 大卡(每100克),砂锅炖甲鱼
热量：193 大卡(每100克),白松大马哈鱼
热量：99 大卡(每100克),鲜贝原鲍
热量：195 大卡(每100克),爆炒香螺
热量：110 大卡(每100克),拌四丝
热量：224 大卡(每100克),烩松茸
热量：118 大卡(每100克),砂锅鱼翅
热量：273 大卡(每100克),卷肘花
热量：624 大卡(每100克),长春熏肉
热量：289 大卡(每100克),锅爆肉
热量：262 大卡(每100克),五香火肠
热量：152 大卡(每100克),苦瓜酿肉
热量：59 大卡(每100克),笋干鸡汤
热量：275 大卡(每100克),枣泥荷花卷
热量：136 大卡(每100克),油辣佛手笋
热量：87 大卡(每100克),麻辣毛肚片
热量：239 大卡(每100克),芥兰腊肉
热量：205 大卡(每100克),麻油豆干丁
热量：89 大卡(每100克),冬菇蒸鸡翅
热量：106 大卡(每100克),五彩牛柳
热量：105 大卡(每100克),烧三鲜薇菜
热量：139 大卡(每100克),干烧开片鲤鱼
热量：518 大卡(每100克),片白肉
热量：75 大卡(每100克),剁椒芋头
热量：136 大卡(每100克),九味汁烹螃蟹
热量：160 大卡(每100克),冰糖蒸梨
热量：97 大卡(每100克),湖南风味面拖黄鱼
热量：371 大卡(每100克),锅贴牛肉
热量：119 大卡(每100克),鸡汁蟹黄虾
热量：70 大卡(每100克),麻辣冬笋尖
热量：132 大卡(每100克),酥炸虾卷
热量：205 大卡(每100克),焦炸螃蟹
热量：132 大卡(每100克),茄汁菠萝鱼
热量：208 大卡(每100克),黑椒鸡脯
热量：176 大卡(每100克),湖南特制无骨腊肉
热量：272 大卡(每100克),走油猪蹄
热量：198 大卡(每100克),咖喱子鸡丁
热量：106 大卡(每100克),水晶猕猴桃
热量：183 大卡(每100克),麻辣子鸡
热量：162 大卡(每100克),清炖牛肉
热量：77 大卡(每100克),清汤螃蟹蛋
热量：196 大卡(每100克),蟹黄锅巴
热量：57 大卡(每100克),滑熘玉米笋
热量：272 大卡(每100克),湖南糖醋排骨
热量：195 大卡(每100克),豆鼓蒸鲳鱼
热量：271 大卡(每100克),焦香辣椒
热量：124 大卡(每100克),椒麻四季豆
热量：64 大卡(每100克),油炝茭瓜
热量：317 大卡(每100克),豆角回锅肉
热量：398 大卡(每100克),盐水肥鸭
热量：224 大卡(每100克),焦炸鸡腿
热量：46 大卡(每100克),糖醋黄瓜卷
热量：222 大卡(每100克),炸铜锤鸡翅膀
热量：172 大卡(每100克),香煎鲳鱼
热量：178 大卡(每100克),油炸豆腐（臭豆腐）
热量：148 大卡(每100克),烤香酥鸡
热量：272 大卡(每100克),麻仁香酥鸭
热量：391 大卡(每100克),蒜苗腊肉
热量：300 大卡(每100克),酸辣鱿鱼片
热量：151 大卡(每100克),沙茶螃蟹
热量：391 大卡(每100克),毛氏红烧肉
热量：157 大卡(每100克),椒盐芋头丸
热量：117 大卡(每100克),盐水鸡肫
热量：140 大卡(每100克),家常鳝鱼
热量：132 大卡(每100克),菠萝鸡
热量：119 大卡(每100克),烩三丝海参
热量：108 大卡(每100克),干蒸鲤鱼
热量：177 大卡(每100克),肉片炒干笋
热量：53 大卡(每100克),芦笋肉丝炒掐菜
热量：176 大卡(每100克),虾酱韭菜炒鸡蛋
热量：142 大卡(每100克),酿蒸凤尾虾
热量：146 大卡(每100克),软烧豆腐
热量：164 大卡(每100克),板栗山鸡
热量：230 大卡(每100克),炒肉丝酸菜粉
热量：38 大卡(每100克),白菜心拌海蜇皮
热量：228 大卡(每100克),豆沙锅贴
热量：96 大卡(每100克),油爆大蛤
热量：237 大卡(每100克),葱椒鸭子
热量：185 大卡(每100克),软炸虾段
热量：61 大卡(每100克),羊肉炖冬瓜
热量：309 大卡(每100克),干炒虾米
热量：200 大卡(每100克),蛋皮肉卷
热量：124 大卡(每100克),滑炒虾球
热量：93 大卡(每100克),姜汁大蟹
热量：160 大卡(每100克),口蘑椒油小白菜
热量：46 大卡(每100克),腌拌桔梗
热量：273 大卡(每100克),浇汁鸭子
热量：29 大卡(每100克),糖醋莴苣
热量：239 大卡(每100克),烤猪大排骨
热量：125 大卡(每100克),家常熬鱼
热量：229 大卡(每100克),嫩炸牛排
热量：193 大卡(每100克),茄汁凤尾虾
热量：145 大卡(每100克),番茄松鼠鱼
热量：149 大卡(每100克),葱拌章鱼
热量：204 大卡(每100克),什锦凉粉
热量：92 大卡(每100克),茭白炒虾仁
热量：251 大卡(每100克),香辣肉丝
热量：126 大卡(每100克),氽丸子
热量：280 大卡(每100克),清炸黄河刀鱼
热量：296 大卡(每100克),德州扒鸡
热量：125 大卡(每100克),炒猪肚领
热量：117 大卡(每100克),汆牛肉丸子
热量：116 大卡(每100克),爆鱼丁
热量：21 大卡(每100克),凉拌蚬子
热量：260 大卡(每100克),焖肉段
热量：540 大卡(每100克),扣肉
热量：115 大卡(每100克),生炒辣椒鸡
热量：99 大卡(每100克),西红柿炖牛肉
热量：253 大卡(每100克),红烧丸子
热量：94 大卡(每100克),蘑菇鸡
热量：223 大卡(每100克),家常熬黄花鱼
热量：128 大卡(每100克),香辣蟹
热量：167 大卡(每100克),熏鸡
热量：101 大卡(每100克),肉丝鲜花菜
热量：62 大卡(每100克),肉丸汤
热量：156 大卡(每100克),小鸡炖土豆
热量：252 大卡(每100克),红烧肘子
热量：109 大卡(每100克),炒芙蓉虾
热量：178 大卡(每100克),什锦粉丝
热量：143 大卡(每100克),炝猪肝
热量：283 大卡(每100克),干炸肉
热量：300 大卡(每100克),果酱烧饼，又叫烧饼
热量：229 大卡(每100克),氽乌鱼丸子
热量：255 大卡(每100克),山东高粱饴
热量：159 大卡(每100克),清炸凤尾虾
热量：153 大卡(每100克),山药炒腊肉
热量：165 大卡(每100克),五香油酱鸡
热量：452 大卡(每100克),豆豉肉
热量：425 大卡(每100克),烧煨面筋条
热量：44 大卡(每100克),鸡汤小豆腐
热量：98 大卡(每100克),西红柿炒虾仁
热量：91 大卡(每100克),麻酱豆角
热量：180 大卡(每100克),清酱肉
热量：108 大卡(每100克),大蒜家常豆腐鱼
热量：184 大卡(每100克),茴香鸡蛋煎饼
热量：102 大卡(每100克),红烧鲢鱼
热量：209 大卡(每100克),蒸糯米肉丸子
热量：267 大卡(每100克),干炸丸子
热量：205 大卡(每100克),红焖鸡块
热量：343 大卡(每100克),糖火烧，又叫火烧
热量：102 大卡(每100克),氽肉丸子
热量：136 大卡(每100克),清炒虾仁
热量：267 大卡(每100克),糖醋肉段
热量：146 大卡(每100克),白菜猪肉丸
热量：193 大卡(每100克),豆豉鸡
热量：65 大卡(每100克),豆腐炒菠菜
热量：231 大卡(每100克),翡翠烧麦
热量：314 大卡(每100克),炒螺丝面
热量：155 大卡(每100克),鲜肉汤团
热量：363 大卡(每100克),酥炸鱼卷
热量：372 大卡(每100克),山芋金钱饼
热量：82 大卡(每100克),羊肉粥
热量：298 大卡(每100克),山楂软糖
热量：63 大卡(每100克),芝麻拌菠菜
热量：139 大卡(每100克),炒鸭肫
热量：157 大卡(每100克),芝麻荞麦糊
热量：94 大卡(每100克),豆腐饺子
热量：366 大卡(每100克),豆酥糖
热量：124 大卡(每100克),酸辣菜
热量：163 大卡(每100克),南乳汁虾
热量：197 大卡(每100克),糯米藕夹
热量：334 大卡(每100克),三丁包
热量：300 大卡(每100克),香酥炸藕饼
热量：241 大卡(每100克),腌笃鲜（不含汤）
热量：283 大卡(每100克),酥炸鲜蘑菇
热量：346 大卡(每100克),素色拉
热量：251 大卡(每100克),自制酱排骨
热量：102 大卡(每100克),红烧鲅鱼
热量：91 大卡(每100克),姜汁皮皮虾
热量：62 大卡(每100克),干煸大头菜，又叫炒大头菜
热量：353 大卡(每100克),核桃肉
热量：183 大卡(每100克),肉片烧茄子
热量：105 大卡(每100克),山药炒肉片
热量：94 大卡(每100克),瓤青头菌
热量：364 大卡(每100克),馓子
热量：124 大卡(每100克),羊肉泡馍，又叫羊肉泡馍、泡馍
热量：176 大卡(每100克),盐水鸡腿
热量：139 大卡(每100克),茄汁伞把
热量：120 大卡(每100克),腐汁牛腰
热量：200 大卡(每100克),逍遥鸡
热量：176 大卡(每100克),干切咸肉
热量：171 大卡(每100克),花蟹炒年糕
热量：156 大卡(每100克),糖醋鲈鱼
热量：84 大卡(每100克),芋艿清汤鸭
热量：203 大卡(每100克),上海广式叉烧
热量：326 大卡(每100克),炒素肠
热量：224 大卡(每100克),芝麻汤团
热量：170 大卡(每100克),雪里蕻煎蛋饼
热量：208 大卡(每100克),香酥蛋饺
热量：174 大卡(每100克),干烧明虾
热量：48 大卡(每100克),雪菜黄鱼汤
热量：323 大卡(每100克),香菇面筋
热量：68 大卡(每100克),鱼丸汤
热量：186 大卡(每100克),河虾炒青瓜
热量：257 大卡(每100克),菜心肉圆
热量：119 大卡(每100克),肉糜豆腐，又叫麻辣豆腐
热量：77 大卡(每100克),茭白炒鳝丝
热量：358 大卡(每100克),薄荷糕
热量：62 大卡(每100克),什锦水果羹
热量：276 大卡(每100克),紫菜卷
热量：182 大卡(每100克),南洋奶油虾
热量：103 大卡(每100克),家常烧黄鱼
热量：304 大卡(每100克),粢饭糕
热量：536 大卡(每100克),穿衣花生
热量：385 大卡(每100克),百果松糕
热量：342 大卡(每100克),桃仁土司
热量：183 大卡(每100克),毛蟹炒年糕
热量：502 大卡(每100克),胡桃仁糖
热量：302 大卡(每100克),竹笋焖肉
热量：99 大卡(每100克),三鲜豆腐 东北风味
热量：197 大卡(每100克),骨头炖冻豆腐
热量：179 大卡(每100克),炝腐竹鲜蘑
热量：171 大卡(每100克),白鸡
热量：39 大卡(每100克),绿豆芽拌干丝
热量：126 大卡(每100克),生煎马哈鱼
热量：80 大卡(每100克),酸菜汆白肉，又叫五花肉炖酸菜
热量：215 大卡(每100克),东北家常熬鱼
热量：114 大卡(每100克),五香酱驴肉
热量：219 大卡(每100克),糖醋三文鱼
热量：96 大卡(每100克),赛肉段
热量：39 大卡(每100克),麻油酱萝卜
热量：89 大卡(每100克),鲶鱼炖茄子
热量：32 大卡(每100克),萝卜炖豆腐
热量：291 大卡(每100克),龙滨熏肠
热量：87 大卡(每100克),清蒸鲍鱼
热量：216 大卡(每100克),肉丝炒面两面黄
热量：154 大卡(每100克),荠菜肉丝炒年糕
热量：203 大卡(每100克),四喜丸子（含肥膘肉）
热量：135 大卡(每100克),田园烧排骨
热量：146 大卡(每100克),肉丝拉皮
热量：167 大卡(每100克),自制东北拉皮
热量：90 大卡(每100克),鲶鱼炖豆腐
热量：173 大卡(每100克),糖醋瓦块鱼
热量：134 大卡(每100克),松仁小肚
热量：488 大卡(每100克),长春酱肉
热量：203 大卡(每100克),炒肉拌干豆腐
热量：89 大卡(每100克),东北风味砂锅豆腐
热量：144 大卡(每100克),东北炒肉拉皮
热量：112 大卡(每100克),酱烧小土豆
热量：192 大卡(每100克),沟帮子熏鸡
热量：254 大卡(每100克),白肉血肠
热量：198 大卡(每100克),竹笋烧咸肉
热量：232 大卡(每100克),炒素鸡丁
热量：96 大卡(每100克),肉骨头粥
热量：109 大卡(每100克),蒜苗炒鱿鱼
热量：197 大卡(每100克),芋艿排骨煲
热量：279 大卡(每100克),马拉糕
热量：242 大卡(每100克),芋艿百叶包肉
热量：359 大卡(每100克),家常粉丝煲
热量：18 大卡(每100克),花菜肉片汤
热量：154 大卡(每100克),通心河鳗
热量：282 大卡(每100克),冰糖八果饭
热量：111 大卡(每100克),蟹酿橙
热量：166 大卡(每100克),炒鲨片
热量：82 大卡(每100克),银球干贝
热量：166 大卡(每100克),白蜜黄螺
热量：178 大卡(每100克),荷包鱼翅
热量：109 大卡(每100克),二冬鲍鱼
热量：192 大卡(每100克),八宝葫芦鸡
热量：175 大卡(每100克),海蛎煎，又叫海蛎煎蛋
热量：103 大卡(每100克),锅边糊，又叫福州鼎边糊
热量：359 大卡(每100克),福建油饼，又叫油舌，虾酥
热量：187 大卡(每100克),沙县拌面
热量：102 大卡(每100克),枸枳鳖裙
热量：169 大卡(每100克),蒸元，又叫炊蛋，蒸黄
热量：184 大卡(每100克),沙司牛尾
热量：26 大卡(每100克),汆汤发菜鲍鱼
热量：54 大卡(每100克),干贝萝卜珠
热量：106 大卡(每100克),福建绣球干贝
热量：284 大卡(每100克),八块鸡
热量：198 大卡(每100克),红烧金钱鲍
热量：116 大卡(每100克),爆炒羊肚
热量：93 大卡(每100克),酸甜竹节肉
热量：298 大卡(每100克),红糟鸡丁
热量：44 大卡(每100克),风生火锅
热量：359 大卡(每100克),八珍钱
热量：67 大卡(每100克),水煮牛柳
热量：108 大卡(每100克),辣牛肉
热量：258 大卡(每100克),素牛肉
热量：57 大卡(每100克),胡萝卜炒蒜苗
热量：149 大卡(每100克),鱼香豇豆
热量：345 大卡(每100克),叶儿粑，又叫猪耳粑、艾馍、猪儿粑
热量：147 大卡(每100克),酸辣鸡血
热量：105 大卡(每100克),糟青鱼
热量：59 大卡(每100克),干贝玉米羹
热量：58 大卡(每100克),麻辣冻豆腐
热量：75 大卡(每100克),火爆腰花
热量：154 大卡(每100克),拌兔丁
热量：313 大卡(每100克),辣子蒜香骨
热量：107 大卡(每100克),鱼香瓦块鱼
热量：159 大卡(每100克),四川风味泡菜肉末
热量：97 大卡(每100克),麻婆牛肉豆腐
热量：103 大卡(每100克),红油拌粉皮
热量：63 大卡(每100克),干煸青椒苦瓜
热量：228 大卡(每100克),花生酱拌面，又叫沙县小吃
热量：171 大卡(每100克),椒盐肚尖
热量：110 大卡(每100克),芽姜炒鸭片
热量：55 大卡(每100克),四川泡菜（豇豆胡萝卜圆白菜）
热量：74 大卡(每100克),海带卷
热量：293 大卡(每100克),灯影牛肉（二）
热量：136 大卡(每100克),豆瓣鲤鱼
热量：62 大卡(每100克),芦笋三素
热量：45 大卡(每100克),酱蛤蜊
热量：179 大卡(每100克),麻辣猪肝
热量：128 大卡(每100克),竹笋烧牛腩
热量：108 大卡(每100克),辣豆瓣豆腐，又叫豆瓣豆腐
热量：198 大卡(每100克),骨香鹅掌
热量：48 大卡(每100克),豆芽肉饼汤
热量：25 大卡(每100克),绿豆芽黄瓜汤
热量：172 大卡(每100克),炒胡豆，又叫烩胡豆、炒蚕豆
热量：92 大卡(每100克),豆腐烧肉泥
热量：114 大卡(每100克),毛肚火锅
热量：78 大卡(每100克),豆腐丸子(含鸡肉）
热量：190 大卡(每100克),红烧烤麸
热量：106 大卡(每100克),烧三色葫芦
热量：145 大卡(每100克),怪味鲫鱼
热量：124 大卡(每100克),青蒜肉丝
热量：302 大卡(每100克),冬菜碎肉末
热量：140 大卡(每100克),鱼香茄饼
热量：82 大卡(每100克),淡槽鲜竹蛏
热量：354 大卡(每100克),闽醉排骨
热量：170 大卡(每100克),脆皮鱼卷
热量：199 大卡(每100克),花菇玉兰片
热量：115 大卡(每100克),生扒八宝甲鱼
热量：75 大卡(每100克),葱烧刺参
热量：192 大卡(每100克),石码肉干
热量：106 大卡(每100克),五彩虾松
热量：313 大卡(每100克),炸熘樱桃排骨
热量：107 大卡(每100克),淡糟炒响螺片
热量：183 大卡(每100克),自制凉粉
热量：282 大卡(每100克),香辣猪蹄
热量：72 大卡(每100克),拌素三丝
热量：500 大卡(每100克),lonny欧儿  五谷麦麸饼 黑心
热量：71 大卡(每100克),番茄丝瓜肉片汤（不连汤）
热量：283 大卡(每100克),东坡肘子
热量：35 大卡(每100克),四川泡菜（豇豆）
热量：377 大卡(每100克),素香肠
热量：34 大卡(每100克),花椒油拌鲜芦笋
热量：351 大卡(每100克),锅烧肉
热量：264 大卡(每100克),炖酥肉
热量：125 大卡(每100克),红油拉皮，又叫辣油凉粉
热量：378 大卡(每100克),凉拌肉皮丝
热量：382 大卡(每100克),沸腾鱼，又叫鱼加热油
热量：93 大卡(每100克),鱼香鸡丝
热量：170 大卡(每100克),大蒜烧鳝鱼
热量：274 大卡(每100克),荷叶糯米蒸排骨，又叫糯米蒸排骨，糯米排骨
热量：102 大卡(每100克),烩豆腐
热量：112 大卡(每100克),土豆泥
热量：129 大卡(每100克),川蒜烧鲶鱼
热量：215 大卡(每100克),怪味素鸡
热量：28 大卡(每100克),芙蓉豆腐汤
热量：34 大卡(每100克),卷心菜汤
热量：205 大卡(每100克),清蒸豆豉鱼
热量：280 大卡(每100克),青椒回锅肉
热量：178 大卡(每100克),重庆辣子鸡
热量：83 大卡(每100克),豆瓣鲜鱼面
热量：137 大卡(每100克),四川水煮牛肉
热量：211 大卡(每100克),酱油鸡
热量：188 大卡(每100克),怪味鸡
热量：174 大卡(每100克),榨菜肉丝
热量：299 大卡(每100克),红油抄手
热量：44 大卡(每100克),红烧平菇
热量：99 大卡(每100克),清蒸鲫鱼
热量：19 大卡(每100克),开水白菜
热量：235 大卡(每100克),花菜炒腊肉
热量：138 大卡(每100克),雪菜肉丝炒饭，又叫梅菜肉丝炒饭；泡菜肉丝炒饭
热量：135 大卡(每100克),香煎草鱼
热量：224 大卡(每100克),肉焖豌豆
热量：52 大卡(每100克),烧拌辣椒
热量：131 大卡(每100克),水煮肉片
热量：85 大卡(每100克),毛血旺
热量：118 大卡(每100克),干煸四季豆
热量：160 大卡(每100克),口水鸡
热量：155 大卡(每100克),剁椒烧鱼头
热量：37 大卡(每100克),清炖羊肉汤
热量：130 大卡(每100克),烤玉米棒
热量：87 大卡(每100克),素油菜心
热量：144 大卡(每100克),红烧鱼肉
热量：67 大卡(每100克),炝豆芽菜
热量：171 大卡(每100克),熏鱼
热量：108 大卡(每100克),红焖螃蟹
热量：170 大卡(每100克),上海猪肉脯
热量：104 大卡(每100克),阳春面，又叫清汤光面
热量：199 大卡(每100克),红烧塘鲤鱼
热量：197 大卡(每100克),素炒虾仁
热量：431 大卡(每100克),上海糖醋小排骨
热量：129 大卡(每100克),辣酱肉末烧海带
热量：291 大卡(每100克),古老肉
热量：88 大卡(每100克),盐水鸭肫
热量：61 大卡(每100克),蒜茸蒸茄子
热量：58 大卡(每100克),小米杂粮粥
热量：503 大卡(每100克),芝麻糖片
热量：472 大卡(每100克),五香花生米
热量：127 大卡(每100克),生煸草头
热量：248 大卡(每100克),生煎包，又叫生煎、生煎包
热量：187 大卡(每100克),五味鸡腿
热量：247 大卡(每100克),上海酱鸭
热量：265 大卡(每100克),油豆腐塞肉
热量：87 大卡(每100克),毛豆炒榨菜
热量：251 大卡(每100克),牛皮糖
热量：133 大卡(每100克),菜烩面
热量：45 大卡(每100克),绿豆百合莲心红枣汤，又叫绿豆汤
热量：61 大卡(每100克),清炒香菇，又叫炒香菇
热量：220 大卡(每100克),白烧素鸡
热量：240 大卡(每100克),酥皮肉饺
热量：139 大卡(每100克),红枣松糕
热量：307 大卡(每100克),鸡蛋饼包油条
热量：82 大卡(每100克),酱爆茄子
热量：63 大卡(每100克),荠菜豆腐汤
热量：219 大卡(每100克),武汉热干面，又叫热干面
热量：49 大卡(每100克),米酒鸡蛋红枣枸杞桂园汤
热量：178 大卡(每100克),米粑粑
热量：311 大卡(每100克),炸面窝
热量：137 大卡(每100克),豆腐拌皮蛋
热量：123 大卡(每100克),豆丝（湿），又叫鲜豆丝 湿豆丝 豆皮
热量：69 大卡(每100克),蒸茼蒿，又叫沔阳三蒸
热量：199 大卡(每100克),糖醋带鱼
热量：122 大卡(每100克),土豆烧鸡
热量：41 大卡(每100克),茄子豆角
热量：76 大卡(每100克),茼蒿伴春头
热量：132 大卡(每100克),亮干肉
热量：119 大卡(每100克),荷花肚
热量：101 大卡(每100克),太和鸡
热量：101 大卡(每100克),鄂南石鸡
热量：251 大卡(每100克),菊花素海参
热量：218 大卡(每100克),龙虎斗
热量：81 大卡(每100克),黄焖甲鱼
热量：266 大卡(每100克),自制三鲜豆皮
热量：60 大卡(每100克),萝卜肉丝，又叫白萝卜炒肉丝
热量：353 大卡(每100克),黄陂糖蒸肉
热量：138 大卡(每100克),皮条鳝鱼
热量：262 大卡(每100克),琵琶鸡
热量：299 大卡(每100克),炖全鸡
热量：186 大卡(每100克),荷包喜头鱼
热量：234 大卡(每100克),支骨鸡酥
热量：178 大卡(每100克),二回头
热量：138 大卡(每100克),麻花桂鱼
热量：124 大卡(每100克),糖枯鳝丝
热量：129 大卡(每100克),蟹黄鱼翅
热量：108 大卡(每100克),财鱼片
热量：248 大卡(每100克),扣蒸酥鸡
热量：127 大卡(每100克),芙蓉鸡片
热量：179 大卡(每100克),荷包圆子
热量：86 大卡(每100克),清炖甲鱼
热量：154 大卡(每100克),椒盐蛋皮椿卷
热量：205 大卡(每100克),壳黄虾饼
热量：133 大卡(每100克),米酒蒸鸡
热量：187 大卡(每100克),豆腐盒
热量：253 大卡(每100克),锅贴桂鱼
热量：131 大卡(每100克),玉带财鱼卷
热量：211 大卡(每100克),七星灌肠
热量：394 大卡(每100克),黄州东坡肉
热量：124 大卡(每100克),菊花财鱼
热量：68 大卡(每100克),冻鲫鱼
热量：363 大卡(每100克),元宝肉
热量：260 大卡(每100克),油泼仔鸡块
热量：287 大卡(每100克),虎皮蹄膀
热量：75 大卡(每100克),鸡蛋燕麦羹，又叫蒸蛋羹
热量：139 大卡(每100克),茄汁素鸡腿
热量：90 大卡(每100克),瓦罐鸡汤
热量：134 大卡(每100克),红烧肥肠
热量：83 大卡(每100克),白汁虾面
热量：59 大卡(每100克),米酒糖心蛋，又叫糖心蛋
热量：525 大卡(每100克),武汉腊肉
热量：196 大卡(每100克),白切羊肉
热量：123 大卡(每100克),黄焖牛肉
热量：88 大卡(每100克),鸡粥花菜
热量：137 大卡(每100克),粉蒸石头鱼
热量：242 大卡(每100克),珍珠圆子
热量：132 大卡(每100克),面筋烧五花肉，又叫干锅面筋
热量：71 大卡(每100克),玉米鸡茸
热量：91 大卡(每100克),炸虾球
热量：180 大卡(每100克),三鲜圆子
热量：161 大卡(每100克),紫菜苔炒腊肉
热量：54 大卡(每100克),清炒油菜苔
热量：164 大卡(每100克),清蒸武昌鱼
热量：54 大卡(每100克),桂花糊米酒
热量：251 大卡(每100克),欢喜坨，又叫油炸欢喜坨
热量：197 大卡(每100克),椒盐酥肉
热量：223 大卡(每100克),凤眼肝
热量：104 大卡(每100克),青椒炒牛肚，又叫青椒牛肚丝
热量：161 大卡(每100克),油烹银鱼干贝
热量：110 大卡(每100克),三鲜千张卷
热量：171 大卡(每100克),豆腐圆子
热量：155 大卡(每100克),烧鱼块
热量：67 大卡(每100克),白菜豆腐泡，又叫大白菜烧油豆腐
热量：147 大卡(每100克),糍粑鱼
热量：65 大卡(每100克),果蔬酸奶沙拉，又叫水果沙拉
热量：130 大卡(每100克),韭菜炒茶树菇
热量：33 大卡(每100克),猪肝汤，又叫猪肝生菜汤
热量：146 大卡(每100克),土豆牛腩
热量：110 大卡(每100克),粉蒸土豆
热量：306 大卡(每100克),金口香肠
热量：167 大卡(每100克),金银蛋饺
热量：56 大卡(每100克),凤尾胡芹
热量：130 大卡(每100克),白扒鲨鱼头
热量：139 大卡(每100克),熏鹌鹑蛋
热量：233 大卡(每100克),茶树菇烧五花肉
热量：550 大卡(每100克),汽水肉
热量：271 大卡(每100克),板栗烧仔鸡
热量：61 大卡(每100克),清汤菊花干贝
热量：226 大卡(每100克),八宝布袋鸡
热量：65 大卡(每100克),磨盘茄子
热量：70 大卡(每100克),清汤素鸽蛋
热量：114 大卡(每100克),金钱虾仁
热量：109 大卡(每100克),老烧齐头
热量：46 大卡(每100克),红扒海参
热量：110 大卡(每100克),白扒海参
热量：46 大卡(每100克),甜面汤，又叫鸡蛋疙瘩汤
热量：288 大卡(每100克),菊花鸡茸
热量：67 大卡(每100克),江干人参萝卜
热量：210 大卡(每100克),焦烧羊肉
热量：52 大卡(每100克),自制 熬菜，又叫大锅菜
热量：191 大卡(每100克),烧回龙蛋
热量：102 大卡(每100克),清汤凤足
热量：172 大卡(每100克),固始风鸡
热量：109 大卡(每100克),司马怀府鸡
热量：203 大卡(每100克),槐店熏羊肉
热量：235 大卡(每100克),炒三泥
热量：99 大卡(每100克),炒凉粉
热量：13 大卡(每100克),芙蓉海参
热量：72 大卡(每100克),熏石首
热量：53 大卡(每100克),家常小米浓汤，又叫小米蔬菜汤
热量：116 大卡(每100克),商丘羊肉垛
热量：105 大卡(每100克),毛尖虾仁
热量：314 大卡(每100克),肝签
热量：197 大卡(每100克),蒜薹肉丝卤面，又叫家常卤面
热量：63 大卡(每100克),肉丝烧拳菜
热量：119 大卡(每100克),开封腊羊肉
热量：191 大卡(每100克),炒三不粘
热量：97 大卡(每100克),河南羊肉烩面
热量：136 大卡(每100克),酱炙鱼
热量：420 大卡(每100克),焙面
热量：222 大卡(每100克),杂粮窝窝头，又叫黑窝窝
热量：74 大卡(每100克),豆沫
热量：261 大卡(每100克),姜豉
热量：32 大卡(每100克),稠满汤
热量：132 大卡(每100克),八卦豆腐
热量：118 大卡(每100克),糖醋软熘鲤鱼
热量：141 大卡(每100克),番茄煨鱼
热量：315 大卡(每100克),河南风味锅贴豆腐
热量：109 大卡(每100克),爆三脆
热量：113 大卡(每100克),炸麒麟肚
热量：69 大卡(每100克),红扒鱼翅
热量：50 大卡(每100克),虾籽烧蒲菜
热量：150 大卡(每100克),黄河醋鱼
热量：98 大卡(每100克),江干拌菜心
热量：315 大卡(每100克),红扒肘子
热量：115 大卡(每100克),家常清蒸鲈鱼
热量：41 大卡(每100克),山药木耳煲鸡
热量：45 大卡(每100克),木耳香菇韭菜笋
热量：115 大卡(每100克),百合芡实煲
热量：153 大卡(每100克),白斩狗
热量：154 大卡(每100克),鸳鸯肠粉，又叫蛋肉肠粉
热量：69 大卡(每100克),窝蛋牛肉粥
热量：167 大卡(每100克),绿豆煲田鸡
热量：21 大卡(每100克),鲮鱼滑白瓜汤
热量：98 大卡(每100克),爆炒花蛤，又叫炒花甲
热量：232 大卡(每100克),葱油乳鸽
热量：263 大卡(每100克),脆皮酿大肠
热量：52 大卡(每100克),椒蒜牛肉焖笋
热量：37 大卡(每100克),银耳木瓜红枣糖水煲，又叫银耳木瓜红枣糖水煲
热量：141 大卡(每100克),芹菜青蒜炒五花肉
热量：162 大卡(每100克),Umi 鸡蛋煎饭，又叫鸡蛋煎饭
热量：113 大卡(每100克),紫菜肉卷，又叫紫菜肉卷
热量：53 大卡(每100克),青菜虾仁粥，又叫青菜粥
热量：56 大卡(每100克),清蒸生蚝
热量：260 大卡(每100克),糖醋猪脚姜
热量：212 大卡(每100克),太爷鸡
热量：97 大卡(每100克),卤牛腰
热量：124 大卡(每100克),香滑鲈鱼球
热量：260 大卡(每100克),蒜子瑶柱脯
热量：120 大卡(每100克),江南百花鸡
热量：77 大卡(每100克),虾子扒海参
热量：68 大卡(每100克),油泡鱼青丸
热量：81 大卡(每100克),煎酿鸭掌
